1000
38	70
23	26
84	53
67	49
25	20
49	47
90	59
66	44
65	51
57	66
93	69
38	62
38	29
52	33
78	60
72	40
53	28
30	35
40	31
70	35
95	24
53	69
29	33
96	22
38	53
97	18
90	64
42	34
75	30
97	49
39	32
87	33
54	72
29	54
68	29
39	32
98	22
92	60
59	35
73	70
42	31
25	20
82	51
62	50
95	63
72	74
45	18
28	54
45	21
58	24
34	32
61	15
51	55
25	60
94	46
85	36
67	17
43	72
37	59
62	64
53	47
77	62
66	30
97	70
21	29
54	38
88	45
79	74
81	19
76	21
62	61
72	39
98	32
51	31
81	23
55	49
66	54
79	53
65	58
53	23
76	23
79	56
27	40
60	20
43	32
36	23
23	40
42	54
90	33
85	32
88	56
32	67
83	66
85	27
80	20
53	17
72	48
51	38
21	73
45	48
82	33
99	43
94	32
61	24
49	20
81	31
92	22
42	16
99	66
90	28
69	33
46	26
90	24
59	44
22	68
70	69
98	30
60	48
76	56
95	45
47	54
86	54
46	23
31	46
42	37
52	24
26	20
94	43
97	62
66	61
83	17
30	43
57	66
43	53
68	58
45	32
93	37
90	72
57	54
88	59
21	72
36	53
59	42
86	67
46	16
66	69
28	24
76	33
61	35
36	43
88	45
93	47
24	21
39	57
37	73
20	33
94	65
81	64
86	43
98	15
21	39
44	50
31	39
35	60
73	50
55	22
57	37
91	45
23	54
67	38
37	22
73	36
21	31
97	31
51	67
57	17
49	27
56	41
35	35
52	53
92	44
22	52
62	67
87	48
95	30
82	25
91	50
82	69
79	71
65	67
55	70
48	62
29	38
81	30
93	42
44	57
40	71
58	58
27	17
86	23
54	40
46	23
27	31
31	61
53	48
76	30
81	46
36	74
31	29
60	23
29	49
70	44
95	19
94	71
29	19
84	57
29	40
54	15
67	28
75	65
40	74
87	37
79	18
95	58
78	44
66	65
62	56
21	66
83	64
34	16
48	26
72	35
79	15
30	34
27	26
51	70
63	55
90	22
78	30
79	68
29	27
37	52
59	72
33	40
53	49
37	60
22	55
58	18
46	45
69	59
94	51
70	47
27	54
44	66
84	68
30	47
26	32
92	23
98	16
88	62
86	57
93	45
97	53
90	67
35	64
83	28
70	74
96	45
65	55
62	65
72	34
69	46
55	55
73	59
81	35
25	33
71	64
93	28
75	21
65	42
81	40
72	73
27	69
91	20
47	38
65	33
59	16
30	45
26	38
26	32
97	23
28	66
80	44
66	63
26	59
84	42
28	19
25	28
72	53
54	46
82	50
51	37
81	60
84	52
75	39
31	33
23	31
59	52
45	63
37	51
46	20
21	51
66	21
36	39
96	68
88	41
96	47
60	37
79	58
27	15
74	72
28	55
67	44
53	64
67	41
93	66
53	64
35	56
65	62
83	53
63	38
73	62
63	56
48	44
81	21
90	49
76	27
94	37
98	35
20	20
75	38
85	46
98	15
21	23
48	64
84	71
95	41
56	32
42	33
29	69
31	70
24	43
64	35
31	27
90	63
76	28
83	57
96	24
65	23
85	47
73	28
31	72
44	70
71	30
81	53
27	55
37	21
95	61
46	35
97	53
89	64
40	47
29	49
32	28
59	32
77	23
59	49
38	70
82	21
34	52
75	67
55	29
77	16
20	56
80	25
86	28
34	25
74	66
97	51
86	58
81	39
81	43
93	72
34	53
89	16
99	28
32	35
96	74
50	15
85	20
65	43
57	34
56	44
96	34
92	38
95	25
41	42
87	31
28	72
45	60
87	37
85	58
33	51
25	64
36	56
57	72
82	59
32	33
95	42
21	40
99	66
79	43
26	64
97	57
60	55
91	39
74	18
40	27
72	59
31	66
54	22
28	27
92	74
50	46
44	47
46	54
95	68
81	73
70	35
71	35
70	36
46	46
83	18
41	58
59	72
71	26
44	25
99	66
80	46
65	20
55	41
52	72
48	29
57	62
43	31
65	34
28	62
37	18
84	49
53	65
77	54
22	35
92	22
47	61
91	68
37	21
80	47
92	26
96	37
34	48
68	44
54	28
50	34
27	45
96	71
24	25
28	58
50	62
52	18
24	28
91	56
91	38
23	43
64	48
91	16
28	41
52	66
39	28
37	63
97	49
22	65
86	72
87	18
99	17
33	22
82	69
45	72
73	69
68	17
33	69
81	47
69	70
86	52
81	30
58	24
65	51
27	43
34	18
88	70
64	74
58	46
50	61
39	26
29	41
34	34
70	25
71	17
85	44
38	68
30	27
42	58
63	16
64	25
85	65
81	52
24	55
58	25
55	29
32	65
75	53
60	34
26	24
62	38
96	17
73	56
85	72
84	35
76	59
98	36
38	18
50	31
73	48
41	72
75	43
68	49
46	38
36	44
76	72
71	38
59	24
37	61
33	20
83	20
89	23
57	56
40	62
68	52
40	28
200
